dataset	subject	session	task	run	task_grouped	fd_mean	fd_num	fd_perc	tsnr	snr	gsr_x	gsr_y	dvars_std	dvars_vstd	aor	aqi	gcor	size_t	fd_prop_gt02	fd_prop_gt05
floc	01	001	fLoc	1	fLoc	0.09565508236896594	4	2.5806451612903225	34.77509325963911	2.045311691407307	-0.007329828571528196	0.09286803752183914	1.0962326324675324	1.0141641955844152	0.0012354193548387096	0.005644976	0.00591901	155	0.025806451612903226	0.0
floc	01	001	fLoc	2	fLoc	0.09247045024773459	3	1.935483870967742	33.38580035045743	2.050521671925352	-0.007087596692144871	0.09425173699855804	1.0598031616883115	0.9898867006493504	0.0005975483870967742	0.006510612709677419	0.00691313	155	0.01935483870967742	0.0
floc	01	002	fLoc	1	fLoc	0.10780155084088615	8	5.194805194805195	32.012708463473246	2.042991587125432	-0.010132236406207085	0.09512772411108017	1.0586376932679737	0.9928886023529413	0.000650844155844156	0.007349365519480519	0.00404067	154	0.05194805194805195	0.0
floc	01	002	fLoc	2	fLoc	0.10123006213250663	12	7.792207792207792	34.05639732605778	2.0456276960143236	-0.009026732295751572	0.09453701972961426	1.0868571439869277	1.020900658366013	0.001314220779220779	0.005970688766233767	0.005213	154	0.07792207792207792	0.0
floc	01	003	fLoc	1	fLoc	0.11515501420765531	11	7.142857142857143	30.349011399783194	2.069417163816982	-0.012414570897817612	0.09627454727888107	1.063735740196078	1.007480242810457	0.0015396103896103896	0.009844821233766232	0.00352186	154	0.07142857142857142	0.006493506493506494
floc	01	003	fLoc	2	fLoc	0.15678528733920918	31	20.12987012987013	23.313949266448617	2.1153233161271094	-0.012596715241670609	0.097735695540905	0.9772253720261437	0.9691713671895421	0.0062851298701298705	0.02500814162337662	0.00253702	154	0.2012987012987013	0.025974025974025976
floc	01	004	fLoc	1	fLoc	0.1760501236851078	27	17.532467532467532	20.428022819105536	2.092053640300142	-0.01378548052161932	0.09834401309490204	1.0375830011764704	1.0345436695424834	0.011441753246753245	0.028338133116883123	0.00572406	154	0.17532467532467533	0.01948051948051948
floc	01	004	fLoc	2	fLoc	0.12904351778479742	25	16.129032258064516	27.725894011557102	2.0779758503444667	-0.013327614404261112	0.09803137928247452	1.0430536033116882	0.988663577792208	0.0016865806451612903	0.013536999290322581	0.00476066	155	0.16129032258064516	0.0
floc	01	005	fLoc	1	fLoc	0.08252266776607561	4	2.5974025974025974	33.14292390679475	2.0308900332633173	-0.011095999740064144	0.09866242855787277	1.1237780202614376	1.058423831960784	0.004559025974025974	0.00706023116883117	0.00568558	154	0.025974025974025976	0.0
floc	01	005	fLoc	2	fLoc	0.13285007003682608	17	10.96774193548387	23.515137216076255	2.0546138661622386	-0.011336667463183403	0.09916152060031891	0.9288614705194805	0.9310907249999996	0.007348451612903226	0.02279727916129032	0.00352904	155	0.10967741935483871	0.012903225806451613
floc	01	006	fLoc	1	fLoc	0.09538621808723587	8	5.194805194805195	34.19866172247566	2.0292922512789455	-0.011651693843305111	0.10165009647607803	1.0843300642483655	1.0139272848366014	0.000992857142857143	0.005882377077922078	0.00766345	154	0.05194805194805195	0.0
floc	01	006	fLoc	2	fLoc	0.10068865385252092	10	6.451612903225806	32.801145592471585	2.019852571083885	-0.013338426128029823	0.10473132133483887	1.071573576818182	1.003232826428572	0.0007731612903225806	0.006634431870967742	0.00624024	155	0.06451612903225806	0.0
floc	02	001	flocdev	1	flocdev	0.1468594117962117	38	24.516129032258064	26.10326517606154	1.7786549687148	-0.05057559162378311	0.13265633583068848	0.9974816531818184	0.9513708678571425	0.001024516129032258	0.01607961277419355	0.00543208	155	0.24516129032258063	0.012903225806451613
floc	02	001	flocdev	2	flocdev	0.13963284032486303	35	22.580645161290324	28.129269486642443	1.7643333048619652	-0.04949518293142319	0.13209350407123566	1.059333381493506	0.9863898592207793	0.0013143870967741937	0.011505563032258064	0.00932288	155	0.22580645161290322	0.0064516129032258064
floc	02	002	fLoc	1	fLoc	0.16138193331119124	18	26.08695652173913	28.759728642180562	1.8174561000422509	-0.05083557218313217	0.1280415654182434	1.1827040313235295	1.0927488904411768	0.011881739130434783	0.010183993623188404	0.015481	69	0.2608695652173913	0.043478260869565216
floc	02	002	fLoc	2	fLoc	0.14408355166087955	34	21.93548387096774	31.96428290917538	1.8294403308599534	-0.052534833550453186	0.1291469782590866	1.1139038267532468	1.0167374114285717	0.0013651612903225806	0.007147569419354838	0.0152104	155	0.21935483870967742	0.0
