dataset	subject	session	task	run	task_grouped	fd_mean	fd_num	fd_perc	tsnr	snr	gsr_x	gsr_y	dvars_std	dvars_vstd	aor	aqi	gcor	size_t	fd_prop_gt02	fd_prop_gt05
things	01	01	things	1	things	0.13248463762839766	39	20.526315789473685	29.802210420370102	2.0677654221510937	-0.007932566106319427	0.09086297452449799	1.0668501810582005	0.9860551188888886	0.0016090526315789477	0.01016723652631579	0.0131292	190	0.20526315789473684	0.0
things	01	01	things	2	things	0.12538788308318485	33	17.36842105263158	30.488530435599387	2.0735998186320495	-0.005998634733259678	0.0882880836725235	1.0572427914814821	0.9809306594179896	0.000726578947368421	0.009313743157894737	0.00897921	190	0.1736842105263158	0.0
things	01	01	things	3	things	0.12005558096808278	25	13.157894736842104	31.139425647445023	2.0753078263697375	-0.006166741717606783	0.08830337971448898	1.0862895124867724	0.9944520697883593	0.0006811052631578948	0.00885575142105263	0.00681435	190	0.13157894736842105	0.0
things	01	02	things	1	things	0.1319733856390847	42	22.105263157894736	31.886535094934516	2.039531305656987	-0.010353682562708855	0.09487727284431458	1.0635632582539682	0.9929280699999999	0.0007447368421052632	0.00815982852631579	0.00569738	190	0.22105263157894736	0.0
things	01	02	things	2	things	0.10974374457622886	20	10.526315789473685	34.697118036681786	2.0441822342171942	-0.009878875687718391	0.09517135471105576	1.0795748122751314	1.0053488826984123	0.0007424736842105263	0.006006420947368421	0.00522759	190	0.10526315789473684	0.0
things	01	02	things	3	things	0.09889314275294749	11	5.7894736842105265	35.459336758358404	2.0438767988829323	-0.010369190014898777	0.09678191691637039	1.0923907357671954	1.01710303063492	0.001051578947368421	0.005932315578947369	0.00624267	190	0.05789473684210526	0.0
things	01	02	things	4	things	0.10614110101205444	20	10.582010582010582	34.494722734438255	2.059561467110811	-0.009319168515503407	0.09715454280376434	1.089638616595745	1.0100178743617019	0.0008075661375661375	0.006217017830687829	0.00584299	189	0.10582010582010581	0.0
things	01	02	things	5	things	0.1133970580709518	22	11.578947368421053	31.31630583666265	2.0695670322375546	-0.00826276745647192	0.096605584025383	1.0800890561904761	1.0074676729629635	0.0011918947368421053	0.009109635052631578	0.00495396	190	0.11578947368421053	0.0
things	01	02	things	6	things	0.10626693468934252	8	4.232804232804233	35.364915183512494	2.0697266042987863	-0.007564468774944544	0.09650509059429169	1.1014528538297874	1.0192874886170213	0.0016115873015873014	0.005842552116402115	0.0057478	189	0.042328042328042326	0.0
things	01	03	things	1	things	0.13725824515218638	43	22.63157894736842	28.27378219459206	2.061090503953429	-0.004064648877829313	0.08171442151069641	1.0195114922751325	0.9829916777248683	0.0015408947368421055	0.012311353684210527	0.00601377	190	0.22631578947368422	0.0
things	01	03	things	2	things	0.10510579461054632	20	10.582010582010582	32.74651447654469	2.0622775628312326	-0.004034013953059912	0.08379369229078293	1.040815109361702	0.9924186673936178	0.0006423280423280423	0.007486587301587301	0.00570232	189	0.10582010582010581	0.0
things	01	03	things	3	things	0.12269153901632959	26	13.68421052631579	29.960548728704453	2.0651682809791434	-0.0058632297441363335	0.08728189021348953	1.0585019638624342	1.0055323357142856	0.0014716842105263156	0.010432148105263158	0.00690445	190	0.1368421052631579	0.0
things	01	03	things	4	things	0.1120620543455095	18	9.473684210526315	26.415691224858165	2.0735654459386876	-0.007554739713668823	0.09175273776054382	0.9858754374074077	0.9583193899999992	0.001778421052631579	0.017062267578947365	0.00515274	190	0.09473684210526316	0.0
things	01	03	things	5	things	0.11500698349296566	24	12.698412698412698	27.96909493766725	2.053873223995686	-0.009257332421839237	0.09385836124420166	1.0530522735106378	1.0052842638829786	0.0021702645502645504	0.012987750582010585	0.00573936	189	0.12698412698412698	0.0
things	01	03	things	6	things	0.14220145182339583	28	14.736842105263158	21.148407735629007	2.0904028546623694	-0.008135886862874031	0.08974789828062057	1.1571259642328044	1.1687444770370372	0.030011578947368413	0.03172762821052632	0.00466723	190	0.14736842105263157	0.015789473684210527
things	01	04	things	1	things	0.13205600278349308	33	17.36842105263158	32.83679645135999	2.03282476271612	-0.0077598015777766705	0.08861590176820755	1.0769099295767195	1.005951685873016	0.0008181578947368421	0.00691254147368421	0.00881528	190	0.1736842105263158	0.0
things	01	04	things	2	things	0.1119528420745734	16	8.421052631578947	30.097910295822658	2.0405642674427376	-0.007415030617266893	0.08953402936458588	1.0186757494179894	0.9785014316402111	0.0007247894736842106	0.010306034789473683	0.0020199	190	0.08421052631578947	0.0
things	01	04	things	3	things	0.11395315483968743	16	8.465608465608465	31.064813325414434	2.0380587150871126	-0.006954791024327278	0.08768773078918457	1.0614392010106382	0.9984443742021268	0.0009033333333333332	0.009269494179894179	0.0052222	189	0.08465608465608465	0.0
things	01	04	things	4	things	0.11343618679301523	25	13.227513227513228	33.7544629778713	2.0522246606173775	-0.005070331506431103	0.08700259029865265	1.0734351413297876	1.0019618066489355	0.0006253968253968254	0.006446442275132276	0.00434046	189	0.13227513227513227	0.0
things	01	04	things	5	things	0.11662025783718563	15	7.894736842105263	27.51305699511431	2.0756777462974414	-0.0053874715231359005	0.09064336121082306	1.0311801715343911	0.9865050651322753	0.001567421052631579	0.014200122631578948	0.00323896	190	0.07894736842105263	0.0
