dataset	subject	session	task	run	task_grouped	fd_mean	fd_num	fd_perc	tsnr	snr	gsr_x	gsr_y	dvars_std	dvars_vstd	aor	aqi	gcor	size_t	fd_prop_gt02	fd_prop_gt05
retinotopy	01	001	bars		bars	0.13365089948765116	38	18.81188118811881	32.45480067189783	2.0613371529592945	-0.010841249488294125	0.09431029111146927	1.0945795893034824	1.009609920348259	0.0010295544554455446	0.006979545396039605	0.00815085	202	0.18811881188118812	0.0
retinotopy	01	001	rings		rings	0.14679867742583252	41	20.398009950248756	26.60748644731939	2.076743662557464	-0.011004233732819557	0.09393960237503052	1.0771977294500004	1.0019494956500001	0.004251492537313433	0.014221148855721394	0.00574634	201	0.20398009950248755	0.0
retinotopy	01	001	wedges		wedges	0.12946783990751887	35	17.326732673267326	28.536749847466126	2.063586416679294	-0.01119515672326088	0.09289757162332535	1.0480583109950246	0.9821968811940299	0.000758019801980198	0.01184420400990099	0.00534574	202	0.17326732673267325	0.0049504950495049506
retinotopy	01	002	bars		bars	0.19644362794229872	82	40.59405940594059	27.40438272454776	2.0649145299221616	-0.013199166394770145	0.09433896839618683	1.1140756671641794	1.0192063957213926	0.001905	0.011647252920792078	0.00561727	202	0.40594059405940597	0.0297029702970297
retinotopy	01	002	rings		rings	0.2073910605321407	88	43.56435643564357	26.357660754816607	2.0796669717746723	-0.013006815686821938	0.09424062818288803	1.1092819073134328	1.0090846260199002	0.0015356930693069307	0.01329528089108911	0.00650136	202	0.43564356435643564	0.0297029702970297
retinotopy	01	002	wedges		wedges	0.19555159706139486	77	38.118811881188115	25.986202757572755	2.0695843608040105	-0.013410229235887527	0.09321922808885574	1.0626710037313432	0.9856756729850752	0.0013354455445544553	0.014111848613861387	0.00628467	202	0.3811881188118812	0.039603960396039604
retinotopy	01	003	bars		bars	0.1883795435861381	67	33.333333333333336	26.606960509787314	2.0548225119148262	-0.013252120465040207	0.09652432799339294	1.0693983506000002	1.0004538704500001	0.002044179104477612	0.015192761990049751	0.00594688	201	0.3333333333333333	0.04477611940298507
retinotopy	01	003	rings		rings	0.1727617644049795	49	24.257425742574256	22.317511838919017	2.042579494698395	-0.01512471865862608	0.09942809492349625	1.0326073681094528	0.9853859152736315	0.003193861386138614	0.021688297871287128	0.00531731	202	0.24257425742574257	0.039603960396039604
retinotopy	01	003	wedges		wedges	0.2042895759969012	83	41.08910891089109	22.7217186356429	2.0538619580286954	-0.014179062098264694	0.09891121089458466	1.0816937181592041	1.0204406365671639	0.0038935148514851487	0.021496705198019803	0.00491406	202	0.41089108910891087	0.009900990099009901
retinotopy	01	004	bars		bars	0.20759951845640956	85	42.288557213930346	22.717658983543515	2.093099065270126	-0.012637787498533726	0.09869399666786194	1.07552115955	1.0038479214500002	0.0034604477611940294	0.02245480855721393	0.00434681	201	0.4228855721393035	0.05970149253731343
retinotopy	01	004	rings		rings	0.18555350225757294	73	36.318407960199	21.576075517223217	2.105125566457272	-0.015473779290914536	0.10252692550420761	1.084494590149999	1.0425050495	0.008565074626865673	0.02785371368159204	0.00507289	201	0.36318407960199006	0.03980099502487562
retinotopy	01	004	wedges		wedges	0.1528169635561235	47	23.383084577114428	27.20134613639675	2.0674908615277046	-0.01561168022453785	0.1013617292046547	1.091632581249999	1.0077560859000003	0.0024085074626865673	0.013208221890547264	0.0112655	201	0.23383084577114427	0.009950248756218905
retinotopy	01	005	bars		bars	0.1495729549302949	51	25.247524752475247	28.814746138290502	2.0403311248453044	-0.004382466897368431	0.08262156695127487	1.044828841691543	0.9880834790049752	0.0007663366336633663	0.011307772326732673	0.00439986	202	0.2524752475247525	0.0
retinotopy	01	005	rings		rings	0.16795495652499476	63	31.18811881188119	27.065450706286356	2.047309885592913	-0.005144617520272732	0.0823870599269867	1.074139637363184	0.9979716184577111	0.0011913861386138613	0.012496281732673267	0.00525837	202	0.3118811881188119	0.009900990099009901
retinotopy	01	005	wedges		wedges	0.17230224516221448	62	30.693069306930692	26.135756393079646	2.0507116553865905	-0.005034989211708307	0.08110931515693665	1.0308426213930348	0.9706276475124369	0.0007302970297029703	0.015280960297029704	0.00373937	202	0.3069306930693069	0.009900990099009901
retinotopy	01	006	bars		bars	0.14554276205786879	40	19.90049751243781	25.703277888707817	2.072905866489718	-0.007669390644878149	0.08847024291753769	1.169460558749999	1.0956868531500001	0.010755870646766169	0.015084965522388059	0.00768385	201	0.19900497512437812	0.014925373134328358
retinotopy	01	006	rings		rings	0.17587734919197368	53	26.237623762376238	26.628340343595482	2.071649019071722	-0.006701607257127762	0.08812218904495239	1.0951376425870647	1.0174601770646763	0.0027720297029702975	0.013812259405940592	0.00517814	202	0.2623762376237624	0.034653465346534656
retinotopy	01	006	wedges		wedges	0.1530904989266339	50	24.752475247524753	29.101390730647836	2.065912810803643	-0.008050438947975636	0.08856883645057678	1.1378227917412935	1.0474100632835825	0.004504653465346534	0.011132091386138614	0.00714491	202	0.24752475247524752	0.019801980198019802
retinotopy	02	001	bars		bars	0.14526669424583297	39	19.402985074626866	30.656959648942575	1.7512610668937714	-0.04987986385822296	0.12634927034378052	1.0943350883999994	1.0012139081500002	0.0008167164179104478	0.008303815970149253	0.00778829	201	0.19402985074626866	0.0
retinotopy	02	001	rings		rings	0.15071133066909975	43	21.287128712871286	30.392053253017366	1.7514806378958854	-0.05130496621131897	0.12608318030834198	1.138232090447761	1.0473863875621892	0.004044158415841584	0.008167592673267327	0.00807869	202	0.21287128712871287	0.0049504950495049506
retinotopy	02	001	wedges		wedges	0.1497962070133966	47	23.26732673267327	29.646504314616323	1.7550334701417998	-0.05305442959070206	0.12667320668697357	1.1037126185572144	1.0087259314427859	0.001249108910891089	0.009171908514851484	0.00730359	202	0.23267326732673269	0.01485148514851485
retinotopy	02	002	bars		bars	0.18768502254874048	78	38.613861386138616	27.571544968057424	1.8079040011594008	-0.050469771027565	0.12597887217998505	1.1328512699999995	1.0109215432835816	0.0012436633663366339	0.012398845742574256	0.0094806	202	0.38613861386138615	0.0
retinotopy	02	002	rings		rings	0.205516868011578	87	43.06930693069307	26.235178991686553	1.8140517926411637	-0.05118710175156593	0.12651443481445312	1.0607002789552236	0.9755629508955224	0.0009238613861386139	0.01581364613861386	0.00762296	202	0.4306930693069307	0.024752475247524754
retinotopy	02	002	wedges		wedges	0.1704081569973005	66	32.67326732673267	30.06449029361829	1.7946853793109383	-0.05112054944038391	0.12505485117435455	1.1268881697014919	1.0146499967661686	0.0014894554455445544	0.009106967574257425	0.00803489	202	0.32673267326732675	0.0
retinotopy	02	003	bars		bars	0.2348674767915968	102	51.0	22.677502552047372	1.772746746588326	-0.05110008642077446	0.12269801646471024	1.0781532864824124	0.9739287977386937	0.0024039	0.02279884215	0.00728212	200	0.51	0.065
retinotopy	02	003	rings		rings	0.184283799317446	64	31.8407960199005	27.227404735516757	1.7399622066063514	-0.050901077687740326	0.12293040752410889	1.1642653377500003	1.0351903761999994	0.0029259701492537313	0.012608599054726369	0.00560051	201	0.31840796019900497	0.04477611940298507
retinotopy	02	003	wedges		wedges	0.20902491889850772	92	45.54455445544554	26.555675303097814	1.7446528670569381	-0.05126471817493439	0.12264883518218994	1.1415214564179106	1.011642713880597	0.001961039603960396	0.013405719702970297	0.0117997	202	0.45544554455445546	0.054455445544554455
retinotopy	02	004	bars		bars	0.19164141487158592	74	36.633663366336634	25.596120930975303	1.7906611622051165	-0.043204087764024734	0.1154949739575386	1.1091639376119404	1.0076039463681585	0.0016665346534653464	0.015770939554455445	0.01396	202	0.36633663366336633	0.04455445544554455
retinotopy	02	004	rings		rings	0.19078272219262224	74	36.633663366336634	26.79137477069162	1.7917971003065583	-0.04422813653945923	0.11644753068685532	1.127287459303483	1.013726154477612	0.0017187128712871289	0.013690813465346535	0.0119218	202	0.36633663366336633	0.039603960396039604
retinotopy	02	004	wedges		wedges	0.22496857816750018	103	50.99009900990099	23.740486282855272	1.795358688146015	-0.04497245326638222	0.11598136276006699	1.1254880580099502	1.0046100103980102	0.0018465841584158417	0.019742210544554457	0.0110074	202	0.5099009900990099	0.034653465346534656
retinotopy	02	005	bars		bars	0.22954152167501604	102	50.495049504950494	26.23316033638548	1.8118665636833329	-0.04830888286232948	0.12776117026805878	1.1388132720895525	1.0146587694527365	0.001759108910891089	0.015329910445544555	0.00646516	202	0.504950495049505	0.0594059405940594
retinotopy	02	005	rings		rings	0.23592312638918866	96	47.524752475247524	25.788633214775473	1.8059767235082815	-0.048139430582523346	0.1272144913673401	1.1312486835820892	1.00473007238806	0.0016651980198019803	0.016007653069306932	0.00796655	202	0.4752475247524752	0.09405940594059406
retinotopy	02	005	wedges		wedges	0.2222127120642607	93	46.039603960396036	24.115564874839038	1.814982794811317	-0.04804276302456856	0.12626245617866516	1.0709065402985078	0.9765101693034829	0.0015882178217821782	0.020304506386138614	0.00691206	202	0.4603960396039604	0.054455445544554455
retinotopy	02	006	bars		bars	0.264103442756564	108	53.46534653465346	25.38866919465363	1.8192174857749797	-0.04244380444288254	0.11806833744049072	1.1376667886567167	1.0036146687064684	0.0018205445544554456	0.01651952915841584	0.0104789	202	0.5346534653465347	0.11386138613861387
